frequency;V(/OPA858/VOUT) (phase);V(/OPA858/VOUT) (gain);
3.41979e+11;111.11;-168.122;
3.42768e+11;111.066;-168.139;
3.43558e+11;111.022;-168.157;
3.4435e+11;110.979;-168.174;
3.45144e+11;110.935;-168.191;
3.45939e+11;110.891;-168.208;
3.46737e+11;110.848;-168.226;
3.47536e+11;110.805;-168.243;
3.48337e+11;110.761;-168.26;
3.4914e+11;110.718;-168.278;
3.49945e+11;110.675;-168.295;
3.50752e+11;110.632;-168.312;
3.5156e+11;110.589;-168.33;
3.52371e+11;110.546;-168.347;
3.53183e+11;110.503;-168.364;
3.53997e+11;110.46;-168.382;
3.54813e+11;110.418;-168.399;
3.55631e+11;110.375;-168.416;
3.56451e+11;110.333;-168.434;
3.57273e+11;110.29;-168.451;
3.58096e+11;110.248;-168.469;
3.58922e+11;110.205;-168.486;
3.59749e+11;110.163;-168.504;
3.60579e+11;110.121;-168.521;
3.6141e+11;110.079;-168.539;
3.62243e+11;110.037;-168.556;
3.63078e+11;109.995;-168.574;
3.63915e+11;109.953;-168.591;
3.64754e+11;109.911;-168.609;
3.65595e+11;109.869;-168.626;
3.66438e+11;109.827;-168.644;
3.67282e+11;109.786;-168.661;
3.68129e+11;109.744;-168.679;
3.68978e+11;109.703;-168.696;
3.69828e+11;109.661;-168.714;
3.70681e+11;109.62;-168.731;
3.71535e+11;109.579;-168.749;
3.72392e+11;109.537;-168.767;
3.7325e+11;109.496;-168.784;
3.74111e+11;109.455;-168.802;
3.74973e+11;109.414;-168.82;
3.75837e+11;109.373;-168.837;
3.76704e+11;109.332;-168.855;
3.77572e+11;109.292;-168.872;
3.78443e+11;109.251;-168.89;
3.79315e+11;109.21;-168.908;
3.80189e+11;109.17;-168.926;
3.81066e+11;109.129;-168.943;
3.81944e+11;109.089;-168.961;
3.82825e+11;109.048;-168.979;
3.83707e+11;109.008;-168.996;
3.84592e+11;108.968;-169.014;
3.85478e+11;108.928;-169.032;
3.86367e+11;108.888;-169.05;
3.87258e+11;108.848;-169.067;
3.8815e+11;108.808;-169.085;
3.89045e+11;108.768;-169.103;
3.89942e+11;108.728;-169.121;
3.90841e+11;108.688;-169.138;
3.91742e+11;108.649;-169.156;
3.92645e+11;108.609;-169.174;
3.9355e+11;108.57;-169.192;
3.94457e+11;108.53;-169.21;
3.95367e+11;108.491;-169.228;
3.96278e+11;108.451;-169.245;
3.97192e+11;108.412;-169.263;
3.98107e+11;108.373;-169.281;
3.99025e+11;108.334;-169.299;
3.99945e+11;108.295;-169.317;
4.00867e+11;108.256;-169.335;
4.01791e+11;108.217;-169.353;
4.02717e+11;108.178;-169.371;
4.03645e+11;108.14;-169.389;
4.04576e+11;108.101;-169.407;
4.05509e+11;108.062;-169.424;
4.06443e+11;108.024;-169.442;
4.0738e+11;107.985;-169.46;
4.08319e+11;107.947;-169.478;
4.09261e+11;107.909;-169.496;
4.10204e+11;107.87;-169.514;
4.1115e+11;107.832;-169.532;
4.12098e+11;107.794;-169.55;
4.13048e+11;107.756;-169.568;
4.14e+11;107.718;-169.586;
4.14954e+11;107.68;-169.604;
4.15911e+11;107.642;-169.622;
4.16869e+11;107.604;-169.64;
4.1783e+11;107.567;-169.658;
4.18794e+11;107.529;-169.677;
4.19759e+11;107.492;-169.695;
4.20727e+11;107.454;-169.713;
4.21697e+11;107.417;-169.731;
4.22669e+11;107.379;-169.749;
4.23643e+11;107.342;-169.767;
4.2462e+11;107.305;-169.785;
4.25598e+11;107.268;-169.803;
4.2658e+11;107.231;-169.821;
4.27563e+11;107.194;-169.839;
4.28549e+11;107.157;-169.858;
4.29536e+11;107.12;-169.876;
4.30527e+11;107.083;-169.894;
4.31519e+11;107.046;-169.912;
4.32514e+11;107.01;-169.93;
4.33511e+11;106.973;-169.948;
4.3451e+11;106.936;-169.966;
4.35512e+11;106.9;-169.985;
4.36516e+11;106.864;-170.003;
4.37522e+11;106.827;-170.021;
4.38531e+11;106.791;-170.039;
4.39542e+11;106.755;-170.057;
4.40555e+11;106.719;-170.076;
4.4157e+11;106.683;-170.094;
4.42588e+11;106.647;-170.112;
4.43609e+11;106.611;-170.13;
4.44631e+11;106.575;-170.149;
4.45656e+11;106.539;-170.167;
4.46684e+11;106.503;-170.185;
4.47713e+11;106.468;-170.203;
4.48745e+11;106.432;-170.222;
4.4978e+11;106.397;-170.24;
4.50817e+11;106.361;-170.258;
4.51856e+11;106.326;-170.277;
4.52898e+11;106.29;-170.295;
4.53942e+11;106.255;-170.313;
4.54988e+11;106.22;-170.332;
4.56037e+11;106.185;-170.35;
4.57088e+11;106.15;-170.368;
4.58142e+11;106.115;-170.387;
4.59198e+11;106.08;-170.405;
4.60257e+11;106.045;-170.423;
4.61318e+11;106.01;-170.442;
4.62381e+11;105.975;-170.46;
4.63447e+11;105.941;-170.479;
4.64515e+11;105.906;-170.497;
4.65586e+11;105.872;-170.515;
4.66659e+11;105.837;-170.534;
4.67735e+11;105.803;-170.552;
4.68813e+11;105.769;-170.571;
4.69894e+11;105.734;-170.589;
4.70977e+11;105.7;-170.607;
4.72063e+11;105.666;-170.626;
4.73151e+11;105.632;-170.644;
4.74242e+11;105.598;-170.663;
4.75335e+11;105.564;-170.681;
4.76431e+11;105.53;-170.7;
4.77529e+11;105.496;-170.718;
4.7863e+11;105.463;-170.737;
4.79733e+11;105.429;-170.755;
4.80839e+11;105.395;-170.774;
4.81948e+11;105.362;-170.792;
4.83059e+11;105.328;-170.811;
4.84172e+11;105.295;-170.829;
4.85289e+11;105.262;-170.848;
4.86407e+11;105.228;-170.866;
4.87528e+11;105.195;-170.885;
4.88652e+11;105.162;-170.903;
4.89779e+11;105.129;-170.922;
4.90908e+11;105.096;-170.94;
4.9204e+11;105.063;-170.959;
4.93174e+11;105.03;-170.977;
4.94311e+11;104.997;-170.996;
4.9545e+11;104.964;-171.014;
4.96592e+11;104.932;-171.033;
4.97737e+11;104.899;-171.052;
4.98884e+11;104.867;-171.07;
5.00035e+11;104.834;-171.089;
5.01187e+11;104.802;-171.107;
5.02343e+11;104.769;-171.126;
5.03501e+11;104.737;-171.145;
5.04661e+11;104.705;-171.163;
5.05825e+11;104.673;-171.182;
5.06991e+11;104.64;-171.201;
5.08159e+11;104.608;-171.219;
5.09331e+11;104.576;-171.238;
5.10505e+11;104.544;-171.256;
5.11682e+11;104.513;-171.275;
5.12861e+11;104.481;-171.294;
5.14044e+11;104.449;-171.312;
5.15229e+11;104.417;-171.331;
5.16416e+11;104.386;-171.35;
5.17607e+11;104.354;-171.368;
5.188e+11;104.323;-171.387;
5.19996e+11;104.291;-171.406;
5.21195e+11;104.26;-171.425;
5.22396e+11;104.229;-171.443;
5.236e+11;104.197;-171.462;
5.24807e+11;104.166;-171.481;
5.26017e+11;104.135;-171.499;
5.2723e+11;104.104;-171.518;
5.28445e+11;104.073;-171.537;
5.29663e+11;104.042;-171.556;
5.30884e+11;104.011;-171.574;
5.32108e+11;103.98;-171.593;
5.33335e+11;103.95;-171.612;
5.34564e+11;103.919;-171.631;
5.35797e+11;103.888;-171.649;
5.37032e+11;103.858;-171.668;
5.3827e+11;103.827;-171.687;
5.39511e+11;103.797;-171.706;
5.40754e+11;103.766;-171.724;
5.42001e+11;103.736;-171.743;
5.4325e+11;103.706;-171.762;
5.44503e+11;103.676;-171.781;
5.45758e+11;103.646;-171.8;
5.47016e+11;103.615;-171.818;
5.48277e+11;103.585;-171.837;
5.49541e+11;103.556;-171.856;
5.50808e+11;103.526;-171.875;
5.52077e+11;103.496;-171.894;
5.5335e+11;103.466;-171.913;
5.54626e+11;103.436;-171.931;
5.55904e+11;103.407;-171.95;
5.57186e+11;103.377;-171.969;
5.5847e+11;103.348;-171.988;
5.59758e+11;103.318;-172.007;
5.61048e+11;103.289;-172.026;
5.62341e+11;103.259;-172.045;
5.63638e+11;103.23;-172.063;
5.64937e+11;103.201;-172.082;
5.66239e+11;103.172;-172.101;
5.67545e+11;103.142;-172.12;
5.68853e+11;103.113;-172.139;
5.70164e+11;103.084;-172.158;
5.71479e+11;103.055;-172.177;
5.72796e+11;103.027;-172.196;
5.74116e+11;102.998;-172.215;
5.7544e+11;102.969;-172.234;
5.76766e+11;102.94;-172.252;
5.78096e+11;102.912;-172.271;
5.79429e+11;102.883;-172.29;
5.80764e+11;102.855;-172.309;
5.82103e+11;102.826;-172.328;
5.83445e+11;102.798;-172.347;
5.8479e+11;102.769;-172.366;
5.86138e+11;102.741;-172.385;
5.87489e+11;102.713;-172.404;
5.88844e+11;102.685;-172.423;
5.90201e+11;102.657;-172.442;
5.91562e+11;102.628;-172.461;
5.92925e+11;102.6;-172.48;
5.94292e+11;102.573;-172.499;
5.95662e+11;102.545;-172.518;
5.97035e+11;102.517;-172.537;
5.98412e+11;102.489;-172.556;
5.99791e+11;102.461;-172.575;
6.01174e+11;102.434;-172.594;
6.0256e+11;102.406;-172.613;
6.03949e+11;102.379;-172.632;
6.05341e+11;102.351;-172.651;
6.06736e+11;102.324;-172.67;
6.08135e+11;102.296;-172.689;
6.09537e+11;102.269;-172.708;
6.10942e+11;102.242;-172.727;
6.1235e+11;102.214;-172.746;
6.13762e+11;102.187;-172.765;
6.15177e+11;102.16;-172.784;
6.16595e+11;102.133;-172.803;
6.18016e+11;102.106;-172.822;
6.19441e+11;102.079;-172.841;
6.20869e+11;102.052;-172.86;
6.223e+11;102.026;-172.88;
6.23735e+11;101.999;-172.899;
6.25173e+11;101.972;-172.918;
6.26614e+11;101.945;-172.937;
6.28058e+11;101.919;-172.956;
6.29506e+11;101.892;-172.975;
6.30957e+11;101.866;-172.994;
6.32412e+11;101.839;-173.013;
6.3387e+11;101.813;-173.032;
6.35331e+11;101.787;-173.051;
6.36796e+11;101.76;-173.07;
6.38263e+11;101.734;-173.09;
6.39735e+11;101.708;-173.109;
6.4121e+11;101.682;-173.128;
6.42688e+11;101.656;-173.147;
6.44169e+11;101.63;-173.166;
6.45654e+11;101.604;-173.185;
6.47143e+11;101.578;-173.204;
6.48634e+11;101.552;-173.223;
6.5013e+11;101.527;-173.243;
6.51628e+11;101.501;-173.262;
6.53131e+11;101.475;-173.281;
6.54636e+11;101.45;-173.3;
6.56145e+11;101.424;-173.319;
6.57658e+11;101.399;-173.338;
6.59174e+11;101.373;-173.358;
6.60693e+11;101.348;-173.377;
6.62217e+11;101.322;-173.396;
6.63743e+11;101.297;-173.415;
6.65273e+11;101.272;-173.434;
6.66807e+11;101.247;-173.453;
6.68344e+11;101.222;-173.473;
6.69885e+11;101.196;-173.492;
6.71429e+11;101.171;-173.511;
6.72977e+11;101.146;-173.53;
6.74528e+11;101.122;-173.549;
6.76083e+11;101.097;-173.569;
6.77642e+11;101.072;-173.588;
6.79204e+11;101.047;-173.607;
6.80769e+11;101.022;-173.626;
6.82339e+11;100.998;-173.645;
6.83912e+11;100.973;-173.665;
6.85488e+11;100.949;-173.684;
6.87068e+11;100.924;-173.703;
6.88652e+11;100.9;-173.722;
6.9024e+11;100.875;-173.742;
6.91831e+11;100.851;-173.761;
6.93426e+11;100.827;-173.78;
6.95024e+11;100.802;-173.799;
6.96627e+11;100.778;-173.819;
6.98232e+11;100.754;-173.838;
6.99842e+11;100.73;-173.857;
7.01455e+11;100.706;-173.876;
7.03072e+11;100.682;-173.896;
7.04693e+11;100.658;-173.915;
7.06318e+11;100.634;-173.934;
7.07946e+11;100.61;-173.953;
7.09578e+11;100.587;-173.973;
7.11214e+11;100.563;-173.992;
7.12853e+11;100.539;-174.011;
7.14496e+11;100.515;-174.031;
7.16143e+11;100.492;-174.05;
7.17794e+11;100.468;-174.069;
7.19449e+11;100.445;-174.088;
7.21107e+11;100.421;-174.108;
7.2277e+11;100.398;-174.127;
7.24436e+11;100.375;-174.146;
7.26106e+11;100.351;-174.166;
7.2778e+11;100.328;-174.185;
7.29458e+11;100.305;-174.204;
7.31139e+11;100.282;-174.224;
7.32825e+11;100.259;-174.243;
7.34514e+11;100.236;-174.262;
7.36207e+11;100.213;-174.282;
7.37904e+11;100.19;-174.301;
7.39605e+11;100.167;-174.32;
7.4131e+11;100.144;-174.34;
7.43019e+11;100.121;-174.359;
7.44732e+11;100.099;-174.378;
7.46449e+11;100.076;-174.398;
7.4817e+11;100.053;-174.417;
7.49894e+11;100.031;-174.436;
7.51623e+11;100.008;-174.456;
7.53356e+11;99.9857;-174.475;
7.55092e+11;99.9633;-174.494;
7.56833e+11;99.9409;-174.514;
7.58578e+11;99.9185;-174.533;
7.60326e+11;99.8962;-174.552;
7.62079e+11;99.874;-174.572;
7.63836e+11;99.8518;-174.591;
7.65597e+11;99.8296;-174.611;
7.67361e+11;99.8075;-174.63;
7.6913e+11;99.7854;-174.649;
7.70903e+11;99.7634;-174.669;
7.72681e+11;99.7414;-174.688;
7.74462e+11;99.7195;-174.707;
7.76247e+11;99.6976;-174.727;
7.78037e+11;99.6758;-174.746;
7.7983e+11;99.654;-174.766;
7.81628e+11;99.6323;-174.785;
7.8343e+11;99.6106;-174.804;
7.85236e+11;99.589;-174.824;
7.87046e+11;99.5674;-174.843;
7.8886e+11;99.5458;-174.863;
7.90679e+11;99.5243;-174.882;
7.92501e+11;99.5029;-174.901;
7.94328e+11;99.4815;-174.921;
7.96159e+11;99.4601;-174.94;
7.97995e+11;99.4388;-174.96;
7.99834e+11;99.4175;-174.979;
8.01678e+11;99.3963;-174.999;
8.03526e+11;99.3751;-175.018;
8.05378e+11;99.354;-175.037;
8.07235e+11;99.3329;-175.057;
8.09096e+11;99.3119;-175.076;
8.10961e+11;99.2909;-175.096;
8.12831e+11;99.2699;-175.115;
8.14704e+11;99.249;-175.135;
8.16582e+11;99.2282;-175.154;
8.18465e+11;99.2074;-175.174;
8.20352e+11;99.1866;-175.193;
8.22243e+11;99.1659;-175.212;
8.24138e+11;99.1452;-175.232;
8.26038e+11;99.1246;-175.251;
8.27942e+11;99.104;-175.271;
8.29851e+11;99.0834;-175.29;
8.31764e+11;99.0629;-175.31;
8.33681e+11;99.0425;-175.329;
8.35603e+11;99.0221;-175.349;
8.37529e+11;99.0017;-175.368;
8.3946e+11;98.9814;-175.388;
8.41395e+11;98.9611;-175.407;
8.43335e+11;98.9409;-175.427;
8.45279e+11;98.9207;-175.446;
8.47227e+11;98.9006;-175.466;
8.4918e+11;98.8805;-175.485;
8.51138e+11;98.8604;-175.505;
8.531e+11;98.8404;-175.524;
8.55067e+11;98.8204;-175.544;
8.57038e+11;98.8005;-175.563;
8.59014e+11;98.7806;-175.583;
8.60994e+11;98.7608;-175.602;
8.62979e+11;98.741;-175.622;
8.64968e+11;98.7212;-175.641;
8.66962e+11;98.7015;-175.661;
8.6896e+11;98.6818;-175.68;
8.70964e+11;98.6622;-175.7;
8.72971e+11;98.6426;-175.719;
8.74984e+11;98.6231;-175.739;
8.77001e+11;98.6036;-175.758;
8.79023e+11;98.5842;-175.778;
8.81049e+11;98.5647;-175.797;
8.8308e+11;98.5454;-175.817;
8.85116e+11;98.5261;-175.836;
8.87156e+11;98.5068;-175.856;
8.89201e+11;98.4875;-175.875;
8.91251e+11;98.4683;-175.895;
8.93305e+11;98.4492;-175.914;
8.95365e+11;98.4301;-175.934;
8.97429e+11;98.411;-175.953;
8.99498e+11;98.392;-175.973;
9.01571e+11;98.373;-175.993;
9.03649e+11;98.354;-176.012;
9.05733e+11;98.3351;-176.032;
9.07821e+11;98.3163;-176.051;
9.09913e+11;98.2974;-176.071;
9.12011e+11;98.2786;-176.09;
9.14113e+11;98.2599;-176.11;
9.1622e+11;98.2412;-176.129;
9.18333e+11;98.2226;-176.149;
9.2045e+11;98.2039;-176.169;
9.22571e+11;98.1854;-176.188;
9.24698e+11;98.1668;-176.208;
9.2683e+11;98.1483;-176.227;
9.28966e+11;98.1299;-176.247;
9.31108e+11;98.1115;-176.266;
9.33254e+11;98.0931;-176.286;
9.35406e+11;98.0748;-176.306;
9.37562e+11;98.0565;-176.325;
9.39723e+11;98.0382;-176.345;
9.4189e+11;98.02;-176.364;
9.44061e+11;98.0018;-176.384;
9.46237e+11;97.9837;-176.403;
9.48418e+11;97.9656;-176.423;
9.50605e+11;97.9475;-176.443;
9.52796e+11;97.9295;-176.462;
9.54993e+11;97.9116;-176.482;
9.57194e+11;97.8936;-176.501;
9.59401e+11;97.8757;-176.521;
9.61612e+11;97.8579;-176.541;
9.63829e+11;97.8401;-176.56;
9.66051e+11;97.8223;-176.58;
9.68278e+11;97.8045;-176.599;
9.7051e+11;97.7869;-176.619;
9.72747e+11;97.7692;-176.639;
9.7499e+11;97.7516;-176.658;
9.77237e+11;97.734;-176.678;
9.7949e+11;97.7164;-176.697;
9.81748e+11;97.6989;-176.717;
9.84011e+11;97.6815;-176.737;
9.86279e+11;97.6641;-176.756;
9.88553e+11;97.6467;-176.776;
9.90832e+11;97.6293;-176.796;
9.93116e+11;97.612;-176.815;
9.95405e+11;97.5947;-176.835;
9.977e+11;97.5775;-176.854;
1e+12;97.5603;-176.874;
1.00231e+12;97.5431;-176.894;
1.00462e+12;97.526;-176.913;
1.00693e+12;97.5089;-176.933;
1.00925e+12;97.4919;-176.953;
1.01158e+12;97.4749;-176.972;
1.01391e+12;97.4579;-176.992;
1.01625e+12;97.441;-177.011;
1.01859e+12;97.4241;-177.031;
1.02094e+12;97.4072;-177.051;
1.02329e+12;97.3904;-177.07;
1.02565e+12;97.3736;-177.09;
1.02802e+12;97.3569;-177.11;
1.03039e+12;97.3402;-177.129;
1.03276e+12;97.3235;-177.149;
1.03514e+12;97.3069;-177.169;
1.03753e+12;97.2903;-177.188;
1.03992e+12;97.2737;-177.208;
1.04232e+12;97.2572;-177.228;
1.04472e+12;97.2407;-177.247;
1.04713e+12;97.2243;-177.267;
1.04954e+12;97.2079;-177.287;
1.05196e+12;97.1915;-177.306;
1.05439e+12;97.1751;-177.326;
1.05682e+12;97.1588;-177.346;
1.05925e+12;97.1426;-177.365;
1.0617e+12;97.1263;-177.385;
1.06414e+12;97.1101;-177.405;
1.0666e+12;97.094;-177.424;
1.06905e+12;97.0778;-177.444;
1.07152e+12;97.0618;-177.464;
1.07399e+12;97.0457;-177.483;
1.07647e+12;97.0297;-177.503;
1.07895e+12;97.0137;-177.523;
1.08143e+12;96.9978;-177.542;
1.08393e+12;96.9819;-177.562;
1.08643e+12;96.966;-177.582;
1.08893e+12;96.9501;-177.601;
1.09144e+12;96.9343;-177.621;
1.09396e+12;96.9186;-177.641;
1.09648e+12;96.9028;-177.66;
1.09901e+12;96.8871;-177.68;
1.10154e+12;96.8715;-177.7;
1.10408e+12;96.8558;-177.72;
1.10662e+12;96.8402;-177.739;
1.10917e+12;96.8247;-177.759;
1.11173e+12;96.8092;-177.779;
1.11429e+12;96.7937;-177.798;
1.11686e+12;96.7782;-177.818;
1.11944e+12;96.7628;-177.838;
1.12202e+12;96.7474;-177.857;
1.1246e+12;96.732;-177.877;
1.1272e+12;96.7167;-177.897;
1.1298e+12;96.7014;-177.917;
1.1324e+12;96.6862;-177.936;
1.13501e+12;96.671;-177.956;
1.13763e+12;96.6558;-177.976;
1.14025e+12;96.6406;-177.995;
1.14288e+12;96.6255;-178.015;
1.14551e+12;96.6104;-178.035;
1.14815e+12;96.5954;-178.055;
1.1508e+12;96.5804;-178.074;
1.15345e+12;96.5654;-178.094;
1.15611e+12;96.5505;-178.114;
1.15878e+12;96.5355;-178.133;
1.16145e+12;96.5207;-178.153;
1.16413e+12;96.5058;-178.173;
1.16681e+12;96.491;-178.193;
1.1695e+12;96.4762;-178.212;
1.1722e+12;96.4615;-178.232;
1.1749e+12;96.4468;-178.252;
1.17761e+12;96.4321;-178.272;
1.18032e+12;96.4174;-178.291;
1.18304e+12;96.4028;-178.311;
1.18577e+12;96.3882;-178.331;
1.1885e+12;96.3737;-178.35;
1.19124e+12;96.3592;-178.37;
1.19399e+12;96.3447;-178.39;
1.19674e+12;96.3302;-178.41;
1.1995e+12;96.3158;-178.429;
1.20226e+12;96.3014;-178.449;
1.20504e+12;96.2871;-178.469;
1.20781e+12;96.2727;-178.489;
1.2106e+12;96.2584;-178.508;
1.21339e+12;96.2442;-178.528;
1.21619e+12;96.2299;-178.548;
1.21899e+12;96.2158;-178.568;
1.2218e+12;96.2016;-178.587;
1.22462e+12;96.1875;-178.607;
1.22744e+12;96.1734;-178.627;
1.23027e+12;96.1593;-178.647;
1.2331e+12;96.1452;-178.666;
1.23595e+12;96.1312;-178.686;
1.2388e+12;96.1173;-178.706;
1.24165e+12;96.1033;-178.726;
1.24451e+12;96.0894;-178.745;
1.24738e+12;96.0755;-178.765;
1.25026e+12;96.0617;-178.785;
1.25314e+12;96.0479;-178.805;
1.25603e+12;96.0341;-178.824;
1.25893e+12;96.0203;-178.844;
1.26183e+12;96.0066;-178.864;
1.26474e+12;95.9929;-178.884;
1.26765e+12;95.9792;-178.904;
1.27057e+12;95.9656;-178.923;
1.2735e+12;95.952;-178.943;
1.27644e+12;95.9384;-178.963;
1.27938e+12;95.9249;-178.983;
1.28233e+12;95.9113;-179.002;
1.28529e+12;95.8979;-179.022;
1.28825e+12;95.8844;-179.042;
1.29122e+12;95.871;-179.062;
1.2942e+12;95.8576;-179.081;
1.29718e+12;95.8442;-179.101;
1.30017e+12;95.8309;-179.121;
1.30317e+12;95.8176;-179.141;
1.30617e+12;95.8043;-179.161;
1.30918e+12;95.7911;-179.18;
1.3122e+12;95.7779;-179.2;
1.31522e+12;95.7647;-179.22;
1.31826e+12;95.7515;-179.24;
1.3213e+12;95.7384;-179.259;
1.32434e+12;95.7253;-179.279;
1.32739e+12;95.7123;-179.299;
1.33045e+12;95.6992;-179.319;
1.33352e+12;95.6862;-179.339;
1.3366e+12;95.6732;-179.358;
1.33968e+12;95.6603;-179.378;
1.34276e+12;95.6474;-179.398;
1.34586e+12;95.6345;-179.418;
1.34896e+12;95.6216;-179.438;
1.35207e+12;95.6088;-179.457;
1.35519e+12;95.596;-179.477;
1.35831e+12;95.5832;-179.497;
1.36144e+12;95.5705;-179.517;
1.36458e+12;95.5578;-179.537;
1.36773e+12;95.5451;-179.556;
1.37088e+12;95.5324;-179.576;
1.37404e+12;95.5198;-179.596;
1.37721e+12;95.5072;-179.616;
1.38038e+12;95.4946;-179.636;
1.38357e+12;95.4821;-179.655;
1.38676e+12;95.4696;-179.675;
1.38995e+12;95.4571;-179.695;
1.39316e+12;95.4446;-179.715;
1.39637e+12;95.4322;-179.735;
1.39959e+12;95.4198;-179.754;
1.40281e+12;95.4074;-179.774;
1.40605e+12;95.395;-179.794;
1.40929e+12;95.3827;-179.814;
1.41254e+12;95.3704;-179.834;
1.41579e+12;95.3582;-179.853;
1.41906e+12;95.3459;-179.873;
1.42233e+12;95.3337;-179.893;
1.42561e+12;95.3215;-179.913;
1.42889e+12;95.3094;-179.933;
1.43219e+12;95.2972;-179.953;
1.43549e+12;95.2851;-179.972;
1.4388e+12;95.2731;-179.992;
1.44212e+12;95.261;-180.012;
1.44544e+12;95.249;-180.032;
1.44877e+12;95.237;-180.052;
1.45211e+12;95.2251;-180.071;
1.45546e+12;95.2131;-180.091;
1.45881e+12;95.2012;-180.111;
1.46218e+12;95.1893;-180.131;
1.46555e+12;95.1775;-180.151;
1.46893e+12;95.1656;-180.171;
1.47231e+12;95.1538;-180.19;
1.47571e+12;95.1421;-180.21;
1.47911e+12;95.1303;-180.23;
1.48252e+12;95.1186;-180.25;
1.48594e+12;95.1069;-180.27;
1.48936e+12;95.0952;-180.29;
1.49279e+12;95.0836;-180.309;
1.49624e+12;95.072;-180.329;
1.49968e+12;95.0604;-180.349;
1.50314e+12;95.0488;-180.369;
1.50661e+12;95.0373;-180.389;
1.51008e+12;95.0257;-180.409;
1.51356e+12;95.0143;-180.428;
1.51705e+12;95.0028;-180.448;
1.52055e+12;94.9914;-180.468;
1.52405e+12;94.98;-180.488;
1.52757e+12;94.9686;-180.508;
1.53109e+12;94.9572;-180.528;
1.53462e+12;94.9459;-180.547;
1.53815e+12;94.9346;-180.567;
1.5417e+12;94.9233;-180.587;
1.54525e+12;94.912;-180.607;
1.54882e+12;94.9008;-180.627;
1.55239e+12;94.8896;-180.647;
1.55597e+12;94.8784;-180.666;
1.55955e+12;94.8673;-180.686;
1.56315e+12;94.8561;-180.706;
1.56675e+12;94.845;-180.726;
1.57036e+12;94.834;-180.746;
1.57398e+12;94.8229;-180.766;
1.57761e+12;94.8119;-180.786;
1.58125e+12;94.8009;-180.805;
1.58489e+12;94.7899;-180.825;
1.58855e+12;94.7789;-180.845;
1.59221e+12;94.768;-180.865;
1.59588e+12;94.7571;-180.885;
1.59956e+12;94.7462;-180.905;
1.60325e+12;94.7354;-180.924;
1.60694e+12;94.7245;-180.944;
1.61065e+12;94.7137;-180.964;
1.61436e+12;94.703;-180.984;
1.61808e+12;94.6922;-181.004;
1.62181e+12;94.6815;-181.024;
1.62555e+12;94.6708;-181.044;
1.6293e+12;94.6601;-181.063;
1.63305e+12;94.6494;-181.083;
1.63682e+12;94.6388;-181.103;
1.64059e+12;94.6282;-181.123;
1.64437e+12;94.6176;-181.143;
1.64816e+12;94.607;-181.163;
1.65196e+12;94.5965;-181.183;
1.65577e+12;94.586;-181.203;
1.65959e+12;94.5755;-181.222;
1.66341e+12;94.565;-181.242;
1.66725e+12;94.5546;-181.262;
1.67109e+12;94.5441;-181.282;
1.67494e+12;94.5337;-181.302;
1.6788e+12;94.5234;-181.322;
1.68267e+12;94.513;-181.342;
1.68655e+12;94.5027;-181.361;
1.69044e+12;94.4924;-181.381;
1.69434e+12;94.4821;-181.401;
1.69824e+12;94.4719;-181.421;
1.70216e+12;94.4616;-181.441;
1.70608e+12;94.4514;-181.461;
1.71002e+12;94.4412;-181.481;
1.71396e+12;94.4311;-181.501;
1.71791e+12;94.4209;-181.52;
1.72187e+12;94.4108;-181.54;
1.72584e+12;94.4007;-181.56;
1.72982e+12;94.3906;-181.58;
1.7338e+12;94.3806;-181.6;
1.7378e+12;94.3706;-181.62;
1.74181e+12;94.3606;-181.64;
1.74582e+12;94.3506;-181.66;
1.74985e+12;94.3406;-181.679;
1.75388e+12;94.3307;-181.699;
1.75792e+12;94.3208;-181.719;
1.76198e+12;94.3109;-181.739;
1.76604e+12;94.301;-181.759;
1.77011e+12;94.2912;-181.779;
1.77419e+12;94.2813;-181.799;
1.77828e+12;94.2715;-181.819;
1.78238e+12;94.2618;-181.838;
1.78649e+12;94.252;-181.858;
1.79061e+12;94.2423;-181.878;
1.79473e+12;94.2326;-181.898;
1.79887e+12;94.2229;-181.918;
1.80302e+12;94.2132;-181.938;
1.80717e+12;94.2036;-181.958;
1.81134e+12;94.1939;-181.978;
1.81552e+12;94.1843;-181.997;
1.8197e+12;94.1748;-182.017;
1.8239e+12;94.1652;-182.037;
1.8281e+12;94.1557;-182.057;
1.83231e+12;94.1461;-182.077;
1.83654e+12;94.1367;-182.097;
1.84077e+12;94.1272;-182.117;
1.84502e+12;94.1177;-182.137;
1.84927e+12;94.1083;-182.157;
1.85353e+12;94.0989;-182.176;
1.8578e+12;94.0895;-182.196;
1.86209e+12;94.0801;-182.216;
1.86638e+12;94.0708;-182.236;
1.87068e+12;94.0615;-182.256;
1.87499e+12;94.0522;-182.276;
1.87932e+12;94.0429;-182.296;
1.88365e+12;94.0336;-182.316;
1.88799e+12;94.0244;-182.336;
1.89234e+12;94.0152;-182.356;
1.89671e+12;94.006;-182.375;
1.90108e+12;93.9968;-182.395;
1.90546e+12;93.9877;-182.415;
1.90985e+12;93.9785;-182.435;
1.91426e+12;93.9694;-182.455;
1.91867e+12;93.9603;-182.475;
1.92309e+12;93.9512;-182.495;
1.92752e+12;93.9422;-182.515;
1.93197e+12;93.9332;-182.535;
1.93642e+12;93.9242;-182.554;
1.94089e+12;93.9152;-182.574;
